length,mfe,loops,loop_length,gc,loop_gc,stem_length,longest_stem,bulges,longest_bulge,bulges_symmetric,bulges_asymmetric,stem_mismatches,A(((,A((.,A(..,A(.(,A.((,A.(.,A..(,A...,G(((,G((.,G(..,G(.(,G.((,G.(.,G..(,G...,T(((,T((.,T(..,T(.(,T.((,T.(.,T..(,T...,C(((,C((.,C(..,C(.(,C.((,C.(.,C..(,C...
81,-43.400001525878906,1,10,51.85185185185185,60.0,29,10,3,2,2,1,22,4,0,0,0,1,0,0,1,3,0,0,0,0,0,0,1,4,0,0,0,1,0,1,1,4,1,0,0,3,0,0,2
80,-49.70000076293945,1,8,61.25000000000001,62.5,31,11,4,3,2,2,27,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,6,1,0,0,1,0,0,2,8,2,0,0,0,0,0,1
111,-40.099998474121094,2,11,51.35135135135135,27.27272727272727,37,8,5,2,5,0,32,3,1,0,2,0,0,2,2,6,2,0,0,1,0,0,1,4,0,1,0,2,0,1,0,1,1,2,0,3,0,2,0
87,-40.599998474121094,1,12,54.02298850574713,25.0,30,8,5,2,4,1,23,2,0,0,0,2,0,2,0,3,1,1,0,1,0,0,0,6,0,1,0,0,0,0,2,1,5,0,0,1,0,0,1
84,-40.099998474121094,1,8,59.523809523809526,50.0,29,10,4,3,3,1,21,3,0,1,0,0,0,1,2,4,2,0,1,0,0,0,1,4,0,0,0,1,0,0,1,3,0,1,0,2,0,1,0
72,-29.5,1,4,48.61111111111111,50.0,26,7,6,2,4,2,19,3,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,2,1,1,2,0,0,4,0,3,1,1,0,0,0,1,0
94,-50.79999923706055,1,10,55.319148936170215,30.0,35,14,4,3,2,2,25,5,0,0,0,1,0,0,1,4,0,0,0,1,0,0,1,4,1,0,0,1,0,1,1,5,1,1,2,0,0,0,1
89,-42.70000076293945,1,4,55.0561797752809,75.0,35,10,5,3,4,1,28,5,0,0,1,1,0,0,1,5,0,0,0,3,0,0,0,3,1,1,0,1,0,0,0,3,1,0,1,1,0,0,1
82,-39.29999923706055,1,7,59.756097560975604,85.71428571428571,31,9,5,2,4,1,24,2,1,0,1,0,0,1,0,5,1,0,1,0,0,0,0,4,0,0,0,1,0,1,1,2,2,0,0,3,0,0,1
87,-40.70000076293945,1,12,44.827586206896555,50.0,29,8,5,3,5,0,27,3,0,0,1,0,0,2,1,3,1,1,1,1,0,0,0,1,0,0,1,2,0,1,3,5,1,0,0,1,0,0,0
95,-34.0,1,12,46.31578947368421,41.66666666666667,28,8,5,3,5,0,26,1,2,1,0,0,0,0,1,5,1,0,1,1,0,2,3,2,1,1,0,0,0,0,1,3,1,1,2,0,0,0,1
84,-40.20000076293945,1,3,58.333333333333336,66.66666666666666,31,8,6,2,4,2,27,3,1,0,0,2,0,0,1,5,2,0,0,0,0,0,1,2,3,0,0,1,0,1,0,2,1,1,1,1,0,0,0
73,-35.0,1,5,61.64383561643836,60.0,26,8,5,2,3,2,21,1,1,1,1,3,0,1,0,2,2,1,0,0,0,0,0,5,0,0,1,0,0,1,0,2,1,0,0,0,0,0,1
100,-34.099998474121094,1,5,32.0,0.0,37,12,6,4,3,3,30,3,0,3,1,0,1,0,1,6,0,0,1,2,0,0,0,6,1,0,0,2,0,1,0,2,1,0,1,0,0,0,1
90,-46.599998474121094,1,13,53.333333333333336,46.15384615384615,33,12,4,2,3,1,22,2,0,0,0,0,0,0,1,7,0,0,0,0,2,0,1,5,0,1,1,1,0,0,1,5,0,0,0,0,2,0,1
95,-47.099998474121094,2,14,52.63157894736842,35.714285714285715,35,19,2,3,0,2,24,4,0,0,0,0,0,0,1,7,0,1,0,2,0,0,0,6,1,0,0,0,0,2,3,2,0,0,0,0,0,2,0
92,-47.5,1,9,45.65217391304348,44.44444444444444,34,10,4,3,2,2,28,9,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,4,0,1,0,0,0,1,3,3,3,0,1,1,0,0,0
102,-47.599998474121094,1,5,49.01960784313725,20.0,41,13,7,2,3,4,33,5,0,1,0,2,0,1,1,3,1,0,1,0,1,0,0,6,1,0,1,0,0,0,0,5,2,0,1,2,0,0,0
97,-51.099998474121094,1,10,62.88659793814433,50.0,35,13,6,3,2,4,26,4,1,0,1,0,0,1,2,2,1,0,1,2,1,0,0,4,0,0,0,0,0,0,0,6,1,1,0,2,0,1,1
90,-45.29999923706055,1,7,56.666666666666664,28.57142857142857,33,8,6,3,2,4,26,4,0,0,0,1,0,1,1,6,0,0,0,2,0,0,2,3,1,2,1,1,0,0,0,3,0,1,1,0,0,0,0
101,-51.599998474121094,2,6,57.42574257425742,50.0,36,9,5,2,4,1,28,1,0,1,0,0,0,0,0,7,1,0,2,2,0,2,0,4,1,0,1,0,0,0,1,3,2,0,0,2,0,0,3
84,-40.400001525878906,1,6,47.61904761904761,66.66666666666666,32,9,5,1,3,2,25,4,1,0,1,1,0,0,1,5,0,1,2,1,0,0,0,4,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1
106,-36.79999923706055,1,4,52.83018867924528,25.0,34,8,9,2,5,4,30,2,1,0,1,1,0,0,5,5,0,1,0,1,0,0,0,4,1,0,2,1,0,1,1,1,3,0,4,0,0,0,0
99,-38.599998474121094,1,7,42.42424242424242,42.857142857142854,33,12,4,2,1,3,25,5,0,0,0,1,0,0,2,4,1,0,0,1,0,0,0,8,0,1,1,1,0,0,3,0,0,0,0,2,0,0,3
80,-23.399999618530273,1,5,41.25,20.0,28,9,5,3,3,2,25,2,0,0,2,0,0,0,1,5,0,1,0,0,0,0,0,1,0,0,0,1,0,0,3,5,1,0,4,0,0,0,0
86,-49.0,1,4,62.7906976744186,75.0,34,14,6,3,3,3,27,4,1,0,0,0,0,0,0,5,0,0,1,2,0,1,0,2,2,0,0,0,0,0,0,4,1,3,2,0,0,0,0
90,-46.599998474121094,1,6,50.0,33.33333333333333,36,13,5,2,2,3,26,2,0,1,0,1,0,0,0,6,3,0,0,0,0,0,0,6,1,1,1,1,0,0,0,3,0,1,0,2,0,0,1
87,-42.29999923706055,1,7,43.67816091954023,14.285714285714285,33,13,4,2,2,2,26,5,0,1,0,0,0,1,1,4,0,0,0,3,0,1,0,3,1,0,0,0,0,1,1,5,0,0,0,1,0,1,0
84,-30.100000381469727,1,9,41.66666666666667,22.22222222222222,27,10,5,3,4,1,23,3,1,1,2,1,0,0,1,2,1,0,0,0,1,0,0,3,1,3,0,1,0,0,1,2,0,0,0,1,0,3,0
63,-27.399999618530273,1,13,39.682539682539684,46.15384615384615,24,12,2,1,0,2,20,5,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,3,1,0,0,0,0,0,1,3,0,0,0,1,0,0,2
89,-36.5,1,10,40.44943820224719,20.0,33,10,6,2,5,1,30,2,1,0,0,2,0,0,2,4,0,0,0,1,1,2,0,5,0,0,1,1,0,0,0,4,1,0,0,1,0,0,1
113,-44.5,1,8,55.75221238938053,50.0,33,10,5,6,0,5,27,5,0,2,1,0,0,1,3,5,0,0,1,0,0,1,2,3,2,0,0,0,0,0,2,4,1,0,0,0,0,1,3
111,-46.5,1,14,57.65765765765766,42.857142857142854,35,7,6,3,3,3,29,0,2,0,0,1,0,1,1,7,2,1,0,2,0,1,1,0,1,0,0,2,0,0,3,5,2,1,2,1,0,0,1
70,-25.5,1,6,47.14285714285714,50.0,27,8,5,2,2,3,22,1,1,1,0,0,0,2,0,1,0,1,2,0,0,0,1,7,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0
83,-37.79999923706055,1,7,46.98795180722892,42.857142857142854,29,9,4,3,3,1,23,4,2,0,0,1,0,0,2,3,0,0,0,2,0,1,0,4,0,1,0,0,0,0,0,2,1,0,0,1,0,2,1
79,-50.29999923706055,1,6,67.08860759493672,66.66666666666666,32,9,5,2,2,3,26,3,0,1,0,0,0,0,0,3,5,0,0,1,0,0,0,4,0,0,0,0,0,1,0,5,0,0,1,1,0,0,1
109,-47.20000076293945,1,6,69.72477064220183,66.66666666666666,36,11,8,13,2,6,26,3,0,0,0,0,0,1,2,3,3,0,0,5,0,0,0,3,1,0,1,1,0,0,3,6,0,0,1,1,0,0,2
86,-38.599998474121094,1,5,56.97674418604651,20.0,27,9,6,4,3,3,18,3,1,1,0,0,0,3,2,1,3,0,0,1,0,0,0,2,0,3,0,1,0,1,0,5,0,0,0,0,0,0,1
68,-26.299999237060547,1,13,50.0,30.76923076923077,23,9,4,2,3,1,20,2,0,0,0,1,0,1,1,3,1,0,2,1,0,0,0,4,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1
85,-31.600000381469727,1,10,34.11764705882353,10.0,32,16,4,2,2,2,25,6,0,0,0,0,0,0,1,3,2,0,0,1,0,0,0,7,0,1,1,0,0,0,2,1,0,0,0,1,1,1,0
79,-30.100000381469727,1,6,32.91139240506329,16.666666666666664,32,15,4,2,2,2,24,4,1,0,0,0,0,0,0,5,0,0,0,0,0,1,0,6,3,0,2,0,0,1,1,1,0,0,1,0,0,0,0
83,-36.900001525878906,1,9,50.602409638554214,11.11111111111111,32,12,5,1,5,0,23,2,0,0,2,1,0,0,0,4,1,0,1,1,0,0,0,5,0,1,0,0,0,0,2,2,1,0,1,3,0,0,0
83,-57.400001525878906,1,4,59.036144578313255,75.0,35,13,4,2,3,1,26,0,0,0,0,0,0,0,0,7,0,0,3,1,0,0,0,3,1,0,0,0,0,0,0,7,0,2,1,1,0,1,0
85,-45.0,1,8,43.529411764705884,37.5,35,18,3,2,1,2,29,4,0,0,1,0,0,0,0,7,0,1,0,2,0,0,0,5,0,0,0,0,0,0,2,4,1,0,0,0,0,1,0
102,-31.100000381469727,1,9,47.05882352941176,33.33333333333333,33,9,8,2,5,3,26,2,0,0,2,2,0,2,0,4,1,1,0,1,0,0,2,3,0,0,1,1,0,1,1,4,0,0,2,1,1,0,2
85,-35.5,1,10,47.05882352941176,50.0,32,11,4,2,3,1,28,2,3,0,0,1,0,0,0,5,0,0,0,0,0,0,0,4,2,1,0,0,0,0,1,5,1,0,0,0,0,1,2
81,-42.400001525878906,1,4,64.19753086419753,50.0,29,7,6,2,5,1,19,3,0,1,0,1,0,1,0,2,1,0,0,4,0,1,0,2,1,0,0,2,0,1,0,3,2,0,1,0,0,0,1
71,-29.799999237060547,1,4,52.112676056338024,100.0,26,8,4,3,2,2,19,1,0,1,0,2,0,1,1,3,1,1,0,0,0,0,0,6,0,0,1,0,0,0,1,2,0,0,1,0,0,1,0
99,-45.099998474121094,1,6,54.54545454545454,66.66666666666666,34,11,4,2,2,2,25,4,0,0,0,1,0,0,0,6,1,2,0,1,0,1,0,5,0,0,1,2,0,0,1,1,0,1,0,2,0,0,4
86,-41.0,1,4,47.674418604651166,25.0,36,21,4,2,2,2,28,6,1,0,1,0,0,0,1,4,1,0,0,1,0,0,0,4,2,0,0,0,0,0,0,4,1,0,1,0,0,1,0
71,-32.400001525878906,1,3,50.70422535211267,66.66666666666666,28,11,5,2,5,0,22,3,1,0,0,1,0,0,0,2,0,1,2,2,0,0,0,4,0,1,0,2,0,0,0,1,0,0,2,1,0,0,0
77,-32.20000076293945,1,7,45.45454545454545,57.14285714285714,29,10,3,2,3,0,18,4,0,0,0,1,0,0,1,3,2,1,0,0,0,1,0,4,1,0,0,0,0,0,0,3,0,1,0,2,0,1,0
110,-51.20000076293945,1,13,60.909090909090914,53.84615384615385,35,9,6,3,4,2,23,2,1,0,0,0,0,1,0,5,1,0,0,3,0,1,2,3,1,0,1,1,0,0,2,4,4,1,0,0,0,1,2
111,-47.099998474121094,2,6,72.97297297297297,66.66666666666666,38,6,9,3,3,6,32,1,0,0,0,1,0,1,1,6,1,0,0,5,0,0,0,1,1,0,2,1,0,0,0,6,1,3,1,2,0,0,3
109,-38.20000076293945,1,4,48.62385321100918,25.0,36,9,8,2,4,4,28,5,0,1,1,2,0,0,1,2,1,1,2,2,0,0,1,4,0,0,0,0,0,1,0,2,4,0,0,3,0,0,3
82,-32.400001525878906,1,6,42.68292682926829,16.666666666666664,28,9,5,3,4,1,20,4,2,1,0,0,0,1,2,1,2,0,0,0,0,0,0,4,1,0,0,1,0,0,1,3,2,0,0,1,0,0,1
110,-31.5,1,8,39.09090909090909,37.5,33,10,8,2,6,2,31,2,0,1,0,3,0,1,3,3,0,0,0,1,0,0,0,6,1,0,2,2,0,1,2,1,1,0,3,0,1,0,2
110,-44.900001525878906,1,4,45.45454545454545,50.0,41,9,8,4,5,3,34,4,1,0,2,2,0,0,0,6,2,0,0,1,0,1,0,6,1,1,1,1,0,1,2,1,1,1,1,0,0,0,0
96,-46.79999923706055,1,3,54.166666666666664,66.66666666666666,35,11,6,3,4,2,27,6,0,1,0,0,0,1,0,3,1,2,0,4,0,0,0,3,0,1,1,0,0,0,0,3,3,0,0,0,0,2,1
108,-41.599998474121094,1,5,50.92592592592593,40.0,36,16,6,5,2,4,30,4,1,1,1,1,0,1,0,4,0,0,0,4,0,0,1,3,0,0,0,1,0,1,2,4,3,1,0,0,0,1,2
81,-37.400001525878906,1,6,43.20987654320987,33.33333333333333,30,9,5,2,3,2,24,5,0,0,1,0,0,0,0,3,1,1,0,1,0,0,1,3,2,1,1,0,0,0,1,3,0,1,0,1,0,1,0
90,-45.79999923706055,1,11,61.111111111111114,63.63636363636363,33,10,6,1,5,1,27,3,0,0,1,2,0,1,0,4,0,0,1,1,0,0,1,4,2,0,1,0,0,0,0,2,2,0,1,2,0,0,2
86,-44.0,1,8,53.48837209302325,50.0,33,9,5,4,4,1,24,2,0,0,2,0,0,0,0,7,0,1,0,2,0,0,0,2,0,1,0,1,0,0,1,4,0,0,2,1,0,1,1
78,-50.599998474121094,1,3,62.82051282051282,33.33333333333333,33,9,5,1,3,2,27,3,0,0,0,0,0,0,0,5,3,0,1,1,0,1,0,3,0,0,1,0,0,0,0,4,2,0,2,0,0,0,0
63,-42.099998474121094,1,7,41.269841269841265,28.57142857142857,27,22,1,1,1,0,24,4,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,4,0,1,0,1,0,1,0,4,0,0,0,0,0,0,0
88,-28.100000381469727,1,11,43.18181818181818,36.36363636363637,30,8,5,3,2,3,27,2,0,0,0,1,0,0,0,5,3,1,0,1,0,0,1,3,0,1,0,0,0,1,3,4,1,0,0,1,0,1,0
85,-29.100000381469727,1,8,40.0,25.0,30,10,6,4,4,2,27,2,0,1,1,1,0,2,0,2,1,0,0,0,0,0,0,3,1,1,0,2,0,1,1,5,1,0,1,1,0,0,1
95,-40.400001525878906,1,4,55.78947368421052,50.0,35,8,7,4,2,5,30,2,1,0,2,0,0,1,0,6,0,1,0,5,0,0,1,4,1,0,0,0,0,1,0,3,1,1,0,0,0,0,1
70,-33.20000076293945,1,9,38.57142857142858,22.22222222222222,27,11,3,1,3,0,22,3,0,1,0,2,0,0,1,3,0,0,0,0,0,0,1,4,0,0,2,2,0,0,0,2,0,0,1,1,0,0,0
70,-28.0,1,4,40.0,25.0,26,16,3,2,1,2,22,2,0,1,0,1,0,0,2,5,1,0,0,0,0,0,0,3,1,1,0,1,0,1,0,2,1,0,1,0,0,0,0
75,-26.600000381469727,1,4,33.33333333333333,0.0,26,7,5,2,5,0,23,2,0,0,0,2,0,1,0,3,1,1,0,1,0,0,0,2,3,2,0,0,0,2,1,3,0,0,0,1,0,0,0
68,-34.29999923706055,1,3,47.05882352941176,0.0,28,13,3,2,2,1,25,1,2,0,0,2,0,1,0,6,0,0,1,0,0,0,0,3,2,1,0,0,0,0,0,2,1,0,0,0,0,0,0
84,-32.900001525878906,1,14,51.19047619047619,50.0,27,9,4,4,2,2,21,3,0,1,0,3,0,0,2,5,0,1,0,0,0,0,1,3,0,1,0,1,0,1,0,1,0,0,1,2,0,0,2
70,-29.5,1,3,41.42857142857143,33.33333333333333,31,16,2,1,0,2,27,5,0,0,1,0,0,1,0,5,1,0,0,1,0,0,0,5,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0
86,-38.5,1,8,50.0,0.0,28,8,7,2,6,1,22,2,0,0,0,0,0,0,2,2,2,0,4,2,0,0,0,4,2,1,0,0,0,1,1,1,1,0,0,2,0,1,0
89,-37.400001525878906,1,10,60.67415730337079,50.0,29,7,7,1,6,1,21,0,0,1,0,0,0,0,1,3,3,0,0,2,0,1,2,2,0,1,1,1,0,0,0,5,2,0,3,0,1,0,0
95,-59.29999923706055,1,4,63.1578947368421,50.0,36,12,4,6,2,2,29,1,0,0,1,1,0,1,0,9,1,0,0,1,0,0,2,3,5,0,0,0,0,0,1,4,0,0,0,1,0,0,0
92,-56.79999923706055,1,4,68.47826086956522,50.0,35,13,6,2,3,3,25,1,0,0,1,0,0,0,0,7,0,1,0,2,1,0,0,4,1,0,0,0,0,2,2,5,0,1,1,1,0,0,0
83,-37.400001525878906,1,4,40.963855421686745,25.0,33,11,4,3,3,1,27,4,0,0,0,2,0,0,0,3,1,0,0,1,0,0,1,4,2,0,1,2,0,0,0,2,1,1,1,1,0,0,0
83,-35.400001525878906,1,6,39.75903614457831,33.33333333333333,31,11,4,3,3,1,25,4,1,0,0,1,0,0,2,5,0,0,0,1,0,0,0,6,0,2,0,1,0,1,1,1,1,0,0,0,0,0,0
94,-45.0,1,13,60.63829787234043,46.15384615384615,32,11,7,2,2,5,21,3,0,0,1,0,0,0,0,5,0,0,0,3,1,0,1,2,1,0,1,0,0,0,1,4,3,0,0,1,1,0,3
92,-39.29999923706055,1,6,41.30434782608695,33.33333333333333,31,9,4,1,4,0,25,4,1,0,2,0,0,1,0,5,1,0,0,0,0,0,2,4,1,1,0,0,0,0,1,1,2,0,2,0,0,0,2
92,-40.400001525878906,1,5,55.434782608695656,40.0,34,9,7,3,4,3,27,3,1,2,0,1,0,1,0,4,2,0,0,1,0,0,1,8,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1
78,-34.79999923706055,3,3,71.7948717948718,100.0,27,7,3,2,2,1,22,2,0,0,0,1,0,0,0,3,1,0,0,2,0,0,1,3,1,0,1,1,0,1,0,1,2,2,2,1,0,0,1
69,-31.200000762939453,1,5,52.17391304347826,60.0,26,10,4,4,3,1,20,3,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,4,1,2,0,0,0,2,1,3,1,1,0,0,0,0,0
94,-58.20000076293945,2,3,72.3404255319149,66.66666666666666,38,10,5,2,3,2,29,2,1,0,0,0,0,0,0,7,1,0,2,2,0,1,0,3,1,0,0,0,0,2,0,4,2,0,1,2,0,0,0
95,-34.29999923706055,1,7,40.0,42.857142857142854,34,8,5,4,3,2,28,7,0,0,0,0,0,1,0,1,2,0,1,0,0,0,0,6,0,1,2,0,0,2,1,1,2,1,0,2,0,0,1
95,-49.0,1,10,66.3157894736842,50.0,33,8,7,3,2,5,24,3,0,0,0,0,0,0,0,7,1,0,2,0,1,0,1,2,1,0,1,1,0,2,3,4,1,1,0,0,0,0,0
65,-30.0,1,3,44.61538461538462,33.33333333333333,25,11,2,3,0,2,21,4,1,0,1,0,0,0,0,4,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,2,0,0,1,0,2,0
111,-40.400001525878906,1,4,45.94594594594595,25.0,39,8,8,4,5,3,32,5,1,0,0,1,0,1,0,2,1,0,0,1,0,0,2,4,5,1,1,4,0,0,1,3,1,0,1,1,0,0,1
68,-28.600000381469727,1,12,36.76470588235294,16.666666666666664,25,16,2,2,2,0,23,2,3,0,0,0,0,0,2,3,0,0,0,0,0,0,0,5,0,2,0,2,0,0,1,2,0,0,0,0,0,0,0
75,-33.29999923706055,1,4,60.0,50.0,28,7,5,4,2,3,25,4,0,0,0,0,0,1,0,3,2,0,0,1,0,0,1,3,1,0,1,0,0,0,1,3,1,0,0,2,0,0,1
79,-46.20000076293945,1,3,53.16455696202531,33.33333333333333,34,12,4,1,4,0,27,3,1,0,0,0,0,0,0,4,0,0,1,1,0,0,0,8,1,0,0,2,0,0,0,1,1,0,1,1,0,1,0
95,-34.70000076293945,1,4,42.10526315789473,50.0,35,13,6,3,4,2,32,6,0,1,0,0,0,1,0,5,0,1,0,1,0,0,0,3,3,0,2,1,0,3,1,2,1,0,0,0,0,0,0
64,-26.799999237060547,1,8,67.1875,62.5,21,6,5,3,3,2,14,2,0,0,1,0,0,0,1,2,2,1,0,1,0,0,0,2,1,0,0,0,0,1,0,1,1,0,2,1,0,1,1
69,-27.700000762939453,1,9,39.130434782608695,0.0,26,14,4,1,1,3,24,2,1,0,1,0,0,0,1,9,0,0,0,0,0,0,0,1,1,0,1,1,0,1,2,1,0,0,1,0,0,0,0
66,-38.5,1,8,54.54545454545454,50.0,24,14,4,2,4,0,20,1,0,0,0,0,1,0,0,4,2,0,0,2,0,0,1,2,1,0,0,0,1,0,0,3,1,0,0,2,0,0,1
86,-33.29999923706055,1,12,43.02325581395349,16.666666666666664,29,7,6,3,4,2,25,1,0,1,1,1,0,1,1,5,2,0,0,0,1,0,1,5,0,1,0,0,0,1,2,2,0,0,1,1,0,0,0
75,-38.29999923706055,1,14,41.333333333333336,28.57142857142857,27,8,4,1,3,1,18,4,0,0,0,1,0,0,1,3,0,1,2,1,0,0,0,2,1,0,1,0,0,0,3,4,1,0,0,0,0,0,0
76,-29.100000381469727,1,9,38.15789473684211,11.11111111111111,29,11,4,2,1,3,26,5,0,0,1,0,0,0,1,5,0,0,0,1,0,1,0,3,0,0,1,1,0,0,1,2,1,0,0,0,0,1,1
73,-28.600000381469727,1,7,50.68493150684932,42.857142857142854,27,8,5,2,2,3,19,1,1,1,1,0,0,0,0,6,1,0,0,2,0,0,1,2,0,1,0,1,0,0,1,3,1,0,0,0,0,1,0
79,-36.70000076293945,1,8,54.43037974683544,50.0,31,9,5,2,2,3,25,2,0,1,0,1,0,0,0,6,2,0,0,0,1,0,1,6,0,0,1,0,0,0,0,1,2,0,0,1,0,0,1
81,-37.0,1,9,41.9753086419753,0.0,31,12,5,1,3,2,23,3,0,0,3,0,0,0,1,5,2,0,1,1,0,0,0,4,1,0,1,0,0,0,2,2,1,0,0,0,0,0,0
82,-29.799999237060547,1,9,45.1219512195122,22.22222222222222,29,7,6,3,4,2,26,3,0,1,1,1,0,1,1,5,0,0,0,0,2,0,0,4,1,2,0,0,0,0,1,2,0,0,1,0,1,0,0
90,-37.70000076293945,1,4,51.11111111111111,25.0,33,6,6,2,3,3,30,4,0,0,1,1,0,0,1,4,1,0,1,2,0,0,0,2,1,0,1,1,0,0,3,4,2,0,1,0,0,0,0
85,-35.0,1,9,38.82352941176471,11.11111111111111,29,12,4,3,2,2,22,1,3,0,0,0,0,1,4,3,1,0,0,1,0,0,0,4,0,0,0,1,0,0,0,5,1,0,1,1,0,0,1
84,-36.599998474121094,1,4,55.952380952380956,50.0,32,10,6,2,3,3,31,2,0,1,0,0,0,0,0,4,1,0,0,1,0,0,0,7,0,0,3,0,0,0,0,2,1,2,0,1,0,2,1
114,-46.0,3,4,59.64912280701754,50.0,35,10,4,3,1,3,29,2,0,0,0,0,0,1,2,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,4,1,2,0,5,0,0,6
90,-35.5,1,6,53.333333333333336,50.0,29,7,6,2,3,3,25,3,1,0,0,0,0,1,0,2,0,0,0,3,0,0,1,5,1,1,2,2,0,1,2,2,0,1,0,0,0,0,2
124,-43.900001525878906,2,3,57.25806451612904,33.33333333333333,37,11,6,15,3,3,30,0,0,2,1,0,0,1,1,4,1,1,0,4,0,1,1,5,1,1,1,0,0,1,3,5,2,1,1,1,0,0,2
111,-56.20000076293945,1,6,52.25225225225225,16.666666666666664,39,12,6,2,5,1,29,2,0,0,0,3,0,0,2,6,1,0,1,2,0,0,0,6,2,0,1,0,0,0,2,3,1,0,1,1,0,1,2
88,-36.400001525878906,1,6,40.909090909090914,33.33333333333333,34,10,5,1,3,2,28,3,0,0,1,1,0,0,1,5,1,0,0,1,0,0,1,6,3,0,1,0,0,0,1,2,0,0,1,1,0,0,0
98,-33.599998474121094,1,12,47.95918367346938,41.66666666666667,30,8,7,2,3,4,28,2,0,0,0,0,0,0,2,2,1,0,0,2,1,0,2,4,1,1,0,0,0,0,3,5,3,0,1,1,0,1,0
106,-41.0,1,5,41.509433962264154,20.0,38,11,6,4,2,4,34,6,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,7,1,3,2,0,0,4,1,4,0,1,1,0,0,0,1
71,-45.70000076293945,1,4,49.29577464788733,25.0,31,17,2,1,1,1,28,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,1,10,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0
85,-37.099998474121094,1,7,40.0,28.57142857142857,31,10,6,3,5,1,25,4,2,1,0,0,1,1,1,3,0,0,0,0,0,0,0,4,0,1,1,2,1,1,0,3,1,1,0,0,0,0,0
80,-31.0,1,5,56.25,40.0,24,6,5,2,3,2,18,0,0,1,1,1,0,0,2,3,1,1,0,1,0,0,0,2,2,0,0,0,0,0,2,4,2,1,0,1,0,0,1
114,-41.20000076293945,1,4,40.35087719298245,25.0,40,12,5,4,1,4,31,3,0,0,0,0,0,0,1,3,1,1,0,2,0,0,2,10,1,0,0,1,0,1,4,4,2,0,1,1,0,0,0
68,-36.099998474121094,1,4,64.70588235294117,50.0,26,13,5,3,4,1,18,1,0,0,2,0,0,0,0,6,0,0,0,4,0,0,0,3,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1
73,-34.0,1,11,46.57534246575342,27.27272727272727,27,9,4,2,2,2,22,3,1,1,0,1,0,0,1,5,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,2,0,2,0,0,0,0,2
124,-76.0,1,6,70.96774193548387,50.0,47,11,11,1,8,3,39,3,0,0,2,0,0,0,0,7,3,1,2,1,0,0,1,4,1,0,4,0,0,0,1,4,3,0,2,1,0,0,1
96,-30.700000762939453,2,3,43.75,66.66666666666666,35,8,8,2,6,2,30,2,0,0,3,1,0,0,0,5,1,0,1,1,0,0,0,3,3,1,2,1,0,1,0,1,3,0,0,1,0,1,1
127,-48.29999923706055,1,8,49.60629921259843,25.0,45,9,8,3,2,6,36,6,0,2,0,2,0,0,2,2,1,0,1,1,0,1,2,7,2,0,0,2,0,1,0,5,2,0,1,1,0,0,1
84,-41.29999923706055,1,5,50.0,40.0,33,10,4,2,3,1,26,6,0,1,0,0,0,0,1,3,3,1,0,0,0,0,0,2,1,0,0,1,0,1,0,5,0,0,1,1,0,1,0
89,-50.599998474121094,1,17,56.17977528089888,41.17647058823529,33,20,2,3,1,1,29,3,0,0,0,0,0,0,0,6,1,0,0,0,0,0,1,6,0,0,1,0,0,0,3,3,2,1,0,0,0,1,1
85,-35.400001525878906,1,9,35.294117647058826,0.0,33,12,5,1,1,4,26,3,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,7,2,0,1,1,0,1,2,3,2,0,0,0,0,1,0
81,-40.70000076293945,1,8,45.67901234567901,25.0,32,10,5,2,2,3,25,2,0,0,0,0,0,1,1,7,0,0,0,2,0,0,1,2,0,0,1,0,0,1,0,6,0,1,1,1,0,0,0
101,-39.599998474121094,1,8,41.584158415841586,0.0,35,9,5,2,4,1,31,3,0,0,0,0,0,1,1,5,1,0,0,2,0,1,0,6,2,1,0,0,0,1,3,3,1,0,0,1,0,1,0
84,-44.900001525878906,1,9,54.761904761904766,22.22222222222222,30,9,4,3,1,3,20,4,0,0,0,1,0,0,2,5,2,0,0,0,0,0,0,3,0,1,0,0,0,0,3,4,0,1,0,2,0,0,0
85,-53.20000076293945,1,4,57.647058823529406,50.0,34,11,5,3,0,5,25,5,1,0,0,0,0,0,1,5,1,0,0,2,0,0,0,5,0,0,0,0,0,1,1,4,0,0,1,0,0,0,1
