length,mfe,loops,loop_length,gc,loop_gc,stem_length,longest_stem,bulges,longest_bulge,bulges_symmetric,bulges_asymmetric,stem_mismatches,A(((,A((.,A(..,A(.(,A.((,A.(.,A..(,A...,G(((,G((.,G(..,G(.(,G.((,G.(.,G..(,G...,T(((,T((.,T(..,T(.(,T.((,T.(.,T..(,T...,C(((,C((.,C(..,C(.(,C.((,C.(.,C..(,C...
90,-32.70000076293945,1,3,48.888888888888886,33.33333333333333,31,7,6,4,3,3,25,4,2,1,0,1,0,2,0,3,0,1,0,0,0,0,0,3,2,0,0,1,0,1,1,3,1,0,0,2,0,0,2
83,-32.70000076293945,1,9,51.80722891566265,22.22222222222222,29,9,7,2,3,4,21,1,1,1,1,0,0,0,0,4,0,0,1,1,0,0,1,1,0,1,1,0,0,2,1,6,2,0,1,0,0,0,1
83,-49.099998474121094,1,4,59.036144578313255,50.0,33,12,6,2,3,3,23,3,1,0,0,0,0,0,0,4,1,0,1,2,0,2,0,3,0,0,2,0,0,0,0,4,1,0,0,2,0,0,1
90,-46.29999923706055,1,11,48.888888888888886,36.36363636363637,33,11,4,2,3,1,29,2,0,1,0,0,0,0,1,3,1,0,1,0,0,0,1,5,0,0,1,2,0,1,0,6,0,0,1,2,0,0,2
78,-26.799999237060547,1,5,34.61538461538461,0.0,33,9,5,1,2,3,26,5,0,0,1,1,0,0,1,3,1,0,0,0,0,0,0,7,1,0,1,1,0,1,0,2,0,0,1,0,0,0,0
84,-31.399999618530273,1,12,53.57142857142857,16.666666666666664,28,8,6,3,2,4,22,2,0,1,0,0,0,0,3,6,1,1,1,1,0,0,0,3,1,0,0,1,0,1,1,1,0,0,0,3,0,1,0
80,-29.899999618530273,1,9,43.75,11.11111111111111,29,10,5,4,2,3,22,2,0,0,0,1,0,0,2,4,0,0,0,1,0,0,0,3,1,1,0,0,0,2,1,4,1,0,1,2,0,0,0
85,-37.900001525878906,1,5,45.88235294117647,80.0,31,9,4,4,1,3,27,4,1,0,0,1,0,0,0,2,1,0,0,0,0,0,2,5,0,0,1,1,0,0,2,4,1,0,1,1,0,1,0
92,-38.70000076293945,1,4,45.65217391304348,50.0,36,12,6,1,2,4,28,2,1,0,0,1,0,0,0,6,0,0,0,2,0,1,1,4,2,0,0,2,0,0,0,5,0,0,0,2,0,0,1
91,-35.099998474121094,1,13,38.46153846153847,53.84615384615385,29,11,4,3,2,2,25,4,1,0,1,1,0,2,2,3,1,0,0,0,0,0,1,3,0,0,2,0,0,1,1,3,1,0,0,1,0,0,2
95,-33.900001525878906,2,5,57.89473684210527,40.0,30,8,5,6,2,3,25,1,1,0,2,0,0,0,2,7,1,1,0,1,0,0,0,2,1,0,0,1,0,2,1,1,3,0,0,1,0,1,2
95,-42.5,1,8,50.526315789473685,50.0,31,9,4,6,3,1,25,4,0,2,0,0,0,2,3,4,0,1,0,2,0,0,1,6,0,0,0,1,0,0,1,2,0,0,0,1,0,0,1
82,-21.100000381469727,3,7,40.243902439024396,28.57142857142857,28,8,3,2,3,0,23,5,1,0,2,0,0,2,1,4,0,1,0,1,0,0,0,0,4,0,0,0,0,1,0,3,0,0,0,0,0,0,2
94,-31.100000381469727,1,4,21.27659574468085,50.0,39,9,4,6,0,4,27,7,0,1,1,0,0,0,1,2,0,0,1,0,0,0,0,12,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0
98,-36.099998474121094,1,14,36.734693877551024,21.428571428571427,28,12,3,3,3,0,23,3,0,2,0,0,0,1,2,4,0,0,0,2,0,0,0,5,0,1,0,0,0,0,6,2,1,0,0,2,0,0,1
89,-37.400001525878906,3,6,56.17977528089888,50.0,29,11,1,1,1,0,25,2,0,1,0,0,0,0,3,7,1,0,0,1,0,0,2,4,1,0,0,1,0,0,2,2,2,0,0,0,0,0,0
85,-21.299999237060547,2,4,48.23529411764706,50.0,27,7,6,4,3,3,24,1,2,0,1,1,0,2,2,4,1,1,0,1,0,0,0,1,3,0,1,1,0,1,0,2,1,0,0,1,0,0,1
76,-24.600000381469727,1,7,56.57894736842105,57.14285714285714,26,9,6,3,2,4,24,1,0,0,1,0,0,0,2,3,2,0,0,1,0,0,1,4,2,0,1,0,0,0,0,4,1,0,0,0,0,0,2
95,-47.79999923706055,1,6,54.736842105263165,50.0,36,9,7,2,2,5,33,6,0,0,0,0,0,0,1,5,0,3,1,3,0,0,0,3,2,0,0,1,0,0,0,4,0,0,0,0,1,0,1
76,-24.399999618530273,2,4,52.63157894736842,50.0,22,7,4,2,3,1,21,1,2,0,0,0,0,2,2,3,1,1,0,0,0,1,1,0,0,2,0,1,0,3,0,5,0,0,0,0,0,0,0
67,-19.700000762939453,2,5,52.23880597014925,60.0,23,6,4,2,2,2,22,1,1,0,0,0,0,0,0,1,3,0,0,2,1,0,2,4,1,1,0,1,0,0,0,2,0,0,0,2,0,0,0
76,-25.799999237060547,2,8,55.26315789473685,37.5,25,7,4,3,1,3,22,1,0,0,0,1,0,0,3,3,2,1,0,1,0,0,0,3,2,0,0,0,0,0,0,3,0,1,0,3,0,0,1
96,-39.70000076293945,1,4,45.83333333333333,50.0,34,8,5,2,4,1,26,5,2,0,2,0,0,2,2,3,0,1,0,0,0,0,1,6,1,0,0,1,0,0,1,2,0,1,2,0,0,0,0
95,-39.5,1,5,45.26315789473684,40.0,35,17,4,2,0,4,28,3,0,0,0,1,0,0,2,5,0,0,0,0,0,1,0,7,1,0,0,0,0,1,2,4,2,1,0,1,0,0,0
93,-60.20000076293945,1,7,72.04301075268818,28.57142857142857,34,10,6,2,3,3,19,1,0,0,0,0,0,0,0,7,3,0,0,0,0,1,0,0,1,2,0,1,0,1,2,8,1,0,0,1,0,2,0
95,-35.599998474121094,1,10,41.05263157894737,0.0,31,13,5,3,3,2,27,2,0,1,1,0,0,1,3,5,0,0,1,2,0,0,1,2,1,0,2,0,0,1,1,5,1,0,0,0,0,0,1
75,-33.79999923706055,1,3,57.333333333333336,66.66666666666666,27,10,3,4,0,3,23,3,0,1,0,0,0,2,1,4,1,0,0,2,0,0,0,5,0,1,0,0,0,0,0,1,0,2,0,1,0,1,0
90,-38.79999923706055,1,13,38.88888888888889,38.46153846153847,32,15,3,1,3,0,27,5,3,0,0,0,0,0,3,5,2,0,0,1,0,0,0,5,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0
81,-36.400001525878906,1,9,51.85185185185185,44.44444444444444,28,11,4,5,1,3,22,4,1,1,0,2,0,1,0,4,0,0,0,0,1,0,0,3,1,1,0,0,0,0,1,3,1,0,0,0,0,0,3
97,-38.5,1,6,39.175257731958766,50.0,33,19,3,2,2,1,27,6,0,1,0,0,0,0,1,3,1,1,0,0,0,1,1,7,0,1,0,0,0,2,0,2,0,0,0,2,0,0,3
79,-23.0,1,4,39.24050632911392,25.0,26,8,4,3,3,1,23,4,0,0,2,1,0,1,1,1,1,0,0,0,0,0,0,4,1,1,1,0,0,2,1,2,0,1,1,0,0,0,1
100,-39.29999923706055,1,16,70.0,56.25,28,6,7,3,3,4,23,1,0,1,0,0,0,1,2,6,4,0,1,1,0,1,3,0,1,0,2,0,0,0,0,3,0,1,0,2,0,0,3
72,-41.099998474121094,1,4,63.888888888888886,50.0,28,16,5,2,2,3,22,1,1,0,0,0,0,0,0,4,2,1,0,0,0,0,0,4,0,0,0,1,0,0,0,5,0,1,1,0,1,1,1
99,-38.20000076293945,1,6,51.515151515151516,16.666666666666664,39,7,9,1,2,7,28,3,1,1,1,0,0,0,0,4,2,0,0,2,0,0,1,8,0,1,2,1,0,0,1,3,0,0,0,2,0,0,0
118,-71.5999984741211,1,7,66.94915254237289,42.857142857142854,45,11,7,5,3,4,39,3,1,0,4,0,0,2,1,4,1,0,1,0,0,0,0,9,0,1,2,1,0,1,1,5,1,0,0,0,0,1,0
109,-48.400001525878906,1,21,50.45871559633027,42.857142857142854,30,11,5,2,5,0,24,2,3,1,0,1,0,0,2,4,3,1,0,1,0,0,3,4,1,1,0,0,0,0,2,2,1,0,0,0,1,0,3
100,-37.099998474121094,1,3,61.0,100.0,38,7,8,8,2,6,30,2,0,0,1,0,0,0,1,9,0,1,0,0,0,0,0,5,1,1,0,1,0,0,0,2,3,0,2,1,0,1,2
88,-29.0,1,9,50.0,11.11111111111111,29,7,7,1,2,5,26,5,0,1,1,1,0,0,0,2,0,0,0,0,1,0,0,2,2,0,1,1,0,1,3,2,2,0,0,3,0,0,1
96,-28.200000762939453,1,6,29.166666666666668,33.33333333333333,35,13,6,2,4,2,33,7,1,0,1,1,0,2,0,1,1,0,1,1,1,0,1,6,1,0,1,1,0,0,2,2,0,0,0,0,0,1,0
117,-51.599998474121094,2,4,61.53846153846154,50.0,37,8,6,4,3,3,28,1,0,2,0,1,0,2,0,4,3,1,1,3,0,0,2,4,0,0,1,0,0,0,3,6,3,0,0,0,0,0,2
76,-45.599998474121094,1,4,51.31578947368421,50.0,26,22,2,1,1,1,21,5,0,1,0,1,0,1,1,2,0,0,0,0,0,0,1,5,1,0,0,1,0,0,3,2,0,0,0,1,0,0,0
120,-57.400001525878906,1,3,52.5,33.33333333333333,47,11,7,3,4,3,43,6,0,1,0,1,0,0,1,5,0,1,0,1,0,0,1,7,0,0,1,0,0,1,1,7,1,1,2,1,1,0,0
105,-43.0,1,5,47.61904761904761,60.0,35,12,6,5,5,1,29,2,3,0,0,0,0,1,1,5,0,1,0,0,0,0,1,4,0,0,1,1,0,1,4,5,1,1,3,0,0,0,0
119,-60.29999923706055,3,5,61.34453781512605,40.0,43,10,6,1,6,0,33,2,1,0,0,0,0,0,1,9,1,0,0,2,0,0,0,5,2,0,2,2,0,1,2,3,1,0,1,1,0,1,2
77,-31.399999618530273,1,7,49.35064935064935,42.857142857142854,27,9,6,2,6,0,19,2,1,0,1,0,0,0,0,3,0,1,4,1,1,1,0,4,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1
76,-36.099998474121094,1,8,68.42105263157895,50.0,25,8,5,3,5,0,20,1,1,0,2,0,0,0,0,3,3,0,0,1,0,0,1,1,0,0,0,0,0,1,2,4,1,1,0,2,0,1,0
77,-35.20000076293945,1,11,36.36363636363637,0.0,27,10,3,3,3,0,21,2,1,0,0,1,0,0,2,4,2,0,0,0,0,0,0,4,1,1,0,2,0,1,1,2,0,0,0,1,0,0,0
81,-41.599998474121094,1,9,37.03703703703704,22.22222222222222,33,16,2,2,2,0,26,7,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,7,0,1,2,0,0,1,0,3,0,0,0,0,0,0,1
102,-38.70000076293945,1,4,64.70588235294117,100.0,29,10,6,9,3,3,18,1,0,2,0,0,0,0,3,5,2,0,0,2,0,0,4,0,1,0,1,2,0,0,0,6,0,0,1,1,0,0,3
74,-49.20000076293945,1,6,60.810810810810814,66.66666666666666,30,11,4,1,2,2,20,4,1,0,0,0,0,0,1,4,0,0,0,2,0,0,0,4,0,0,0,1,0,0,1,4,1,0,0,1,0,0,0
78,-35.5,1,6,48.717948717948715,33.33333333333333,28,12,3,2,2,1,22,3,0,0,0,0,0,0,0,4,0,0,0,1,0,1,1,4,2,1,0,0,0,0,3,4,0,0,0,1,0,1,0
96,-64.19999694824219,1,8,73.95833333333334,50.0,37,12,6,2,1,5,28,5,0,0,0,0,0,0,0,5,2,1,3,2,1,0,0,2,0,0,0,0,0,0,1,6,0,0,1,0,1,1,1
91,-61.20000076293945,1,12,79.12087912087912,58.333333333333336,33,13,4,3,3,1,23,1,0,0,0,0,0,1,0,13,2,0,0,2,0,0,1,1,0,0,0,0,0,1,2,1,2,0,1,0,0,1,1
93,-50.900001525878906,1,12,73.11827956989248,50.0,30,9,5,6,4,1,16,0,0,0,0,0,0,1,1,6,2,1,1,1,0,1,2,1,2,0,0,2,0,0,1,4,2,0,1,0,0,2,0
81,-38.29999923706055,1,5,43.20987654320987,60.0,33,23,3,3,2,1,26,5,0,1,0,1,0,1,0,2,2,0,0,0,0,0,1,7,1,0,0,0,0,0,0,2,0,0,1,3,0,0,0
103,-45.5,1,6,51.45631067961165,50.0,35,8,7,2,4,3,27,3,1,0,0,1,0,2,0,4,1,1,1,1,0,0,0,4,1,0,0,0,0,2,2,4,2,1,0,1,0,1,1
90,-41.70000076293945,1,6,45.55555555555556,50.0,35,15,5,2,3,2,27,6,1,0,0,2,0,0,1,1,2,0,0,2,0,0,1,7,1,0,0,2,0,0,0,0,2,0,1,1,0,0,0
87,-39.0,1,7,36.7816091954023,28.57142857142857,35,15,5,1,3,2,30,6,1,0,2,0,0,0,0,1,1,0,0,1,1,0,1,6,2,0,0,0,0,0,1,4,1,0,1,0,0,0,0
82,-34.70000076293945,1,3,50.0,66.66666666666666,32,13,5,3,4,1,26,3,1,0,1,0,0,0,0,4,0,1,2,0,1,1,0,6,0,0,0,0,0,1,1,3,0,0,1,0,1,0,0
86,-45.0,1,4,68.6046511627907,75.0,30,9,6,3,3,3,20,1,0,0,2,0,0,0,0,2,2,0,0,2,0,0,0,3,0,0,1,2,0,0,0,4,1,3,1,2,0,0,2
93,-30.0,1,3,30.107526881720432,0.0,35,9,6,1,4,2,27,2,3,0,1,1,0,1,0,3,1,0,0,0,0,0,0,6,2,0,0,2,0,1,1,3,0,0,2,1,0,0,1
82,-27.100000381469727,1,4,32.926829268292686,50.0,33,9,5,3,3,2,27,4,1,0,0,1,0,0,0,3,0,0,0,1,0,0,0,7,1,1,0,0,0,1,0,1,3,1,1,1,0,0,0
86,-33.20000076293945,1,13,29.069767441860467,30.76923076923077,31,9,4,2,3,1,24,2,2,1,0,1,0,0,0,3,0,0,0,0,0,0,0,6,0,1,0,2,0,1,3,3,1,0,1,1,0,0,0
95,-25.5,1,7,45.26315789473684,0.0,30,8,9,2,4,5,22,3,0,0,1,1,0,0,2,1,2,0,0,3,0,0,0,4,1,0,1,3,0,1,3,2,0,1,0,2,0,0,0
93,-53.099998474121094,1,4,77.41935483870968,50.0,31,8,8,3,6,2,19,2,1,0,1,0,0,0,1,3,3,0,0,2,1,1,2,1,1,0,0,1,0,0,0,3,2,0,1,4,0,1,0
88,-29.200000762939453,1,5,53.40909090909091,40.0,33,13,5,3,1,4,27,3,0,0,0,1,0,1,0,4,1,0,1,0,0,2,1,6,2,0,0,0,0,0,1,3,1,0,0,1,0,1,0
81,-28.5,1,14,38.2716049382716,28.57142857142857,31,10,4,1,1,3,27,7,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,5,2,1,0,1,0,0,2,2,0,0,1,0,0,0,0
101,-38.70000076293945,1,3,53.46534653465347,33.33333333333333,35,10,7,2,5,2,27,0,2,0,1,1,0,1,0,4,2,0,3,2,0,1,0,2,0,0,0,0,0,0,0,7,1,1,0,1,0,1,3
118,-22.799999237060547,1,16,31.35593220338983,0.0,36,9,6,6,3,3,30,4,0,1,0,2,0,0,3,4,0,0,0,3,1,0,0,6,1,2,0,2,0,0,5,1,0,1,1,2,0,0,0
99,-25.700000762939453,1,6,31.313131313131315,16.666666666666664,32,9,6,4,4,2,25,5,1,1,1,2,0,0,1,1,0,0,2,1,0,0,0,6,2,2,0,2,0,0,3,0,0,0,1,0,0,1,1
74,-27.299999237060547,2,5,52.702702702702695,40.0,24,7,4,2,2,2,22,1,1,1,1,0,0,0,0,2,2,0,0,3,0,0,0,2,0,0,0,2,0,0,0,4,1,0,0,0,0,0,4
90,-29.700000762939453,1,14,44.44444444444444,42.857142857142854,32,9,5,2,3,2,28,6,0,0,1,0,0,0,0,2,2,0,0,1,0,0,3,6,0,0,0,2,0,0,2,0,2,0,2,1,0,0,0
80,-37.900001525878906,1,5,60.0,60.0,32,10,5,2,2,3,26,2,0,0,1,0,0,0,0,4,1,0,1,1,0,0,1,5,1,0,0,1,0,1,0,5,0,0,0,1,0,1,0
109,-44.900001525878906,1,4,42.201834862385326,0.0,45,8,8,1,3,5,34,6,1,0,3,0,0,0,0,6,1,0,0,1,0,0,0,5,1,0,2,0,0,0,1,5,1,1,0,1,0,1,0
82,-20.200000762939453,1,5,40.243902439024396,60.0,25,7,5,5,2,3,23,4,0,0,2,0,0,0,1,3,1,1,0,2,0,0,2,3,1,2,1,0,0,0,1,1,0,0,0,0,0,0,2
81,-34.099998474121094,1,13,39.50617283950617,15.384615384615385,31,10,3,2,1,2,26,4,0,0,0,0,0,0,2,6,2,0,1,0,0,0,1,2,1,1,1,1,0,1,0,4,0,0,0,0,0,0,0
63,-20.899999618530273,1,5,61.904761904761905,60.0,19,8,4,9,2,2,15,0,0,0,0,0,0,0,1,3,1,0,2,2,0,0,2,2,0,0,0,0,0,2,2,3,0,0,0,1,0,0,0
54,-29.5,1,10,66.66666666666666,50.0,16,12,1,4,0,1,9,2,0,0,0,0,0,0,1,2,0,1,0,1,0,2,0,3,1,0,0,0,0,0,2,0,1,0,0,1,0,0,1
70,-21.399999618530273,1,5,57.14285714285714,40.0,21,9,5,3,4,1,16,2,0,1,0,1,0,1,0,3,1,0,0,2,0,0,1,1,2,0,1,0,0,0,1,0,2,0,1,1,0,0,2
91,-47.70000076293945,1,4,56.043956043956044,50.0,32,11,4,4,3,1,23,3,2,0,0,0,0,1,0,6,1,1,0,1,0,0,0,3,1,1,1,0,0,0,1,3,0,0,1,1,0,0,3
105,-41.79999923706055,1,6,58.0952380952381,16.666666666666664,32,7,7,2,3,4,27,3,1,0,1,0,0,1,1,4,1,0,1,2,0,0,0,4,1,0,0,0,0,0,4,2,3,1,1,0,0,1,3
97,-27.899999618530273,1,9,45.36082474226804,0.0,30,7,6,2,1,5,26,1,0,0,1,1,0,0,2,5,1,0,0,2,0,1,2,7,0,0,0,1,0,0,4,2,0,0,0,0,0,2,0
98,-43.599998474121094,1,11,57.14285714285714,63.63636363636363,35,7,7,4,4,3,30,3,0,1,0,1,0,1,0,3,1,0,0,1,0,0,0,4,1,0,2,0,0,1,0,5,1,1,2,1,0,0,3
72,-18.700000762939453,1,3,34.72222222222222,0.0,17,8,3,4,2,1,16,2,0,1,0,0,0,1,3,1,0,1,0,1,0,1,0,2,0,1,1,1,0,0,1,1,1,0,0,1,0,1,3
149,-50.400001525878906,1,14,56.375838926174495,28.57142857142857,49,8,13,2,6,7,41,3,4,1,1,1,0,0,1,5,1,0,0,2,0,1,0,4,1,0,1,1,0,1,3,7,1,1,1,4,0,1,3
108,-48.599998474121094,1,6,39.81481481481482,66.66666666666666,40,13,4,6,3,1,36,6,1,0,1,0,0,1,2,5,1,0,0,1,0,0,2,7,1,0,1,2,0,0,1,3,0,0,0,0,0,0,1
91,-26.899999618530273,1,7,51.64835164835166,57.14285714285714,28,7,5,4,0,5,21,1,2,0,0,1,0,1,2,2,0,0,0,0,0,0,0,4,2,1,0,1,0,0,2,5,1,0,0,1,0,2,2
105,-38.20000076293945,1,5,35.23809523809524,40.0,34,15,4,2,2,2,28,2,2,1,2,2,0,0,0,1,1,0,1,0,0,0,2,7,1,0,0,1,0,0,3,5,0,0,0,0,0,2,2
86,-36.099998474121094,1,8,36.04651162790697,0.0,33,14,5,2,3,2,24,3,1,0,0,0,0,1,0,5,1,0,0,0,0,0,0,6,0,0,0,2,0,1,2,1,1,0,1,3,0,0,0
58,-22.299999237060547,1,6,58.620689655172406,66.66666666666666,18,8,4,3,3,1,17,1,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,2,2,0,0,1,0,0,2
86,-47.79999923706055,1,6,50.0,16.666666666666664,33,13,4,2,3,1,30,3,0,1,1,0,0,1,1,5,2,0,0,0,0,1,0,4,0,0,1,0,0,0,0,5,0,0,2,0,0,0,1
65,-32.79999923706055,1,8,66.15384615384615,62.5,22,9,4,3,2,2,15,1,0,1,2,0,0,0,1,3,0,0,0,2,0,0,0,3,0,0,2,0,0,0,0,2,1,0,1,0,0,0,2
105,-38.20000076293945,1,5,35.23809523809524,40.0,34,15,4,2,2,2,28,2,2,1,2,2,0,0,1,1,1,0,1,0,0,0,2,7,1,0,0,1,0,0,2,5,0,0,0,0,0,2,2
110,-31.600000381469727,1,8,47.27272727272727,0.0,35,7,9,6,5,4,29,4,0,1,2,1,0,1,1,2,1,0,0,3,1,0,0,4,2,0,1,1,0,0,1,2,1,3,1,1,0,0,2
110,-35.400001525878906,2,3,48.18181818181818,33.33333333333333,38,10,4,5,0,4,29,2,3,0,0,2,0,0,2,6,1,0,0,1,0,0,1,6,1,0,0,3,0,1,1,2,1,1,0,1,0,0,1
77,-33.79999923706055,1,6,44.15584415584416,50.0,32,14,4,1,3,1,26,4,0,0,1,0,0,0,0,4,1,0,0,1,0,0,0,4,0,0,1,1,0,0,1,4,0,0,2,0,0,0,1
74,-31.100000381469727,1,4,64.86486486486487,50.0,25,9,7,2,3,4,19,1,1,1,0,1,0,1,1,2,2,1,1,2,0,0,0,2,0,0,0,0,1,0,1,3,1,0,0,2,0,0,0
74,-42.099998474121094,1,3,63.51351351351351,66.66666666666666,29,10,4,3,3,1,24,2,0,0,0,1,0,0,0,2,2,0,0,1,0,0,0,4,1,1,0,1,0,0,0,4,1,1,0,2,0,0,1
77,-18.200000762939453,1,10,42.857142857142854,20.0,25,9,5,2,1,4,20,3,0,0,1,0,0,0,3,1,1,1,2,2,0,0,0,4,0,0,0,0,0,0,1,2,2,1,0,0,0,0,1
74,-37.5,1,3,71.62162162162163,33.33333333333333,28,14,5,3,1,4,18,1,0,0,0,0,0,0,1,4,2,0,0,1,0,1,1,2,1,0,3,0,0,0,0,5,0,0,1,0,0,1,0
72,-28.899999618530273,1,6,31.944444444444443,16.666666666666664,30,13,3,3,1,2,27,2,1,0,1,0,0,1,0,5,1,0,1,0,0,0,1,4,0,0,0,1,0,0,0,5,0,1,0,0,0,0,0
80,-35.400001525878906,1,4,65.0,25.0,30,8,6,4,3,3,22,1,0,0,0,0,0,0,0,2,1,0,1,2,0,1,1,6,1,0,0,2,0,1,0,3,2,0,0,1,0,0,1
74,-29.200000762939453,1,3,63.51351351351351,33.33333333333333,27,7,6,3,3,3,20,0,0,2,0,0,0,2,0,6,0,1,0,2,0,0,0,2,1,0,0,2,0,1,0,2,1,0,0,2,0,0,0
70,-26.700000762939453,1,3,50.0,100.0,26,6,6,2,5,1,21,5,1,1,1,0,0,0,0,1,2,1,0,0,0,1,0,2,0,0,0,2,0,0,0,2,1,0,1,1,0,0,1
72,-14.699999809265137,1,4,37.5,25.0,26,10,4,4,1,3,22,1,1,0,0,1,0,0,0,5,1,0,0,2,0,0,0,2,1,2,1,1,0,0,2,3,0,0,0,0,0,1,0
63,-37.900001525878906,1,4,57.14285714285714,50.0,25,14,3,2,2,1,21,1,0,1,0,0,0,0,0,6,0,0,0,1,0,1,0,2,1,0,0,1,0,0,0,4,1,1,0,0,0,0,1
67,-30.5,1,6,65.67164179104478,50.0,25,8,5,2,0,5,20,2,0,0,0,1,0,0,0,2,1,0,0,2,0,0,1,2,0,0,0,1,0,0,1,5,2,0,0,1,0,0,1
70,-24.5,1,4,57.14285714285714,50.0,24,5,6,5,4,2,23,2,0,0,0,1,0,2,1,3,1,1,0,1,0,0,0,2,1,0,1,0,0,2,0,1,2,0,1,1,0,0,0
73,-22.399999618530273,1,12,39.726027397260275,33.33333333333333,23,8,3,4,1,2,15,3,0,0,0,2,0,1,5,2,2,0,0,0,0,0,0,2,0,2,0,1,0,0,0,3,1,0,0,0,0,0,0
69,-14.600000381469727,1,6,37.68115942028986,33.33333333333333,21,7,4,5,1,3,20,1,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0,6,0,3,1,0,0,3,1,2,0,0,0,0,0,0,1
79,-36.400001525878906,1,4,46.835443037974684,25.0,33,15,4,3,3,1,31,3,0,0,1,0,0,0,1,2,1,0,0,3,0,0,0,8,0,0,0,0,0,0,1,4,1,0,1,0,0,0,0
78,-53.29999923706055,1,4,42.30769230769231,25.0,35,20,2,2,1,1,26,6,0,1,0,1,0,0,0,4,0,0,0,0,0,0,1,7,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0
74,-45.29999923706055,1,14,41.891891891891895,35.714285714285715,29,22,1,1,1,0,20,6,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,5,0,0,1,1,0,0,1
68,-29.0,1,11,35.294117647058826,36.36363636363637,26,20,1,2,0,1,19,4,1,0,0,0,0,0,1,3,0,0,0,0,0,0,2,6,0,0,0,2,0,1,0,1,0,0,1,0,0,0,0
61,-16.799999237060547,1,7,50.81967213114754,42.857142857142854,18,6,3,4,0,3,12,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,3,1,4,0,1,0,1,1,2,0,0,0,0,0,1,2
76,-43.400001525878906,1,7,76.31578947368422,42.857142857142854,28,5,7,2,4,3,22,0,0,0,0,1,0,0,0,6,2,1,3,1,0,0,1,1,0,0,0,0,0,0,1,3,0,0,2,3,0,0,0
79,-22.399999618530273,1,6,53.16455696202531,50.0,25,6,5,5,1,4,18,1,0,0,1,1,0,1,1,5,1,1,0,0,0,0,0,2,1,0,0,0,0,2,3,4,1,0,0,0,0,0,1
70,-19.899999618530273,1,15,35.714285714285715,26.666666666666668,22,10,4,3,2,2,20,2,0,0,2,0,0,0,3,2,1,0,0,0,0,0,0,3,0,0,1,2,0,1,0,2,1,0,1,0,0,0,2
74,-15.399999618530273,1,4,35.13513513513514,25.0,25,7,4,6,2,2,23,3,0,1,0,2,0,1,0,2,0,1,0,1,0,0,0,4,4,0,2,0,0,2,1,0,0,0,0,0,0,0,0
66,-26.899999618530273,1,4,69.6969696969697,75.0,23,7,5,2,2,3,16,0,0,0,1,0,0,0,0,6,0,1,2,1,1,0,2,4,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
79,-26.600000381469727,1,4,54.43037974683544,25.0,27,9,7,3,4,3,25,0,0,0,1,2,0,2,1,3,3,0,0,1,0,0,0,1,2,2,0,0,0,0,0,4,1,1,0,2,0,0,0
69,-28.600000381469727,1,5,65.21739130434783,60.0,24,4,8,2,4,4,17,2,2,0,2,0,0,1,0,3,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,2,4,1,1,0,0,0,0
69,-26.5,1,4,57.971014492753625,75.0,23,7,6,5,1,5,17,3,0,0,0,0,0,0,2,1,0,0,0,1,2,0,1,3,1,0,0,0,0,1,0,5,1,0,0,0,0,1,1
75,-46.099998474121094,1,5,70.66666666666667,80.0,30,6,7,1,3,4,25,2,0,0,1,0,0,0,0,5,1,0,3,0,1,0,1,0,0,0,1,0,1,0,0,7,0,0,0,2,0,0,0
64,-20.200000762939453,1,3,45.3125,33.33333333333333,22,10,2,8,1,1,17,4,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,4,2,0,0,0,0,1,3,0,0,0,0,1,0,0,1
71,-17.700000762939453,1,4,43.66197183098591,0.0,25,7,5,7,1,4,18,1,4,0,0,1,0,0,0,3,1,0,0,1,0,0,0,3,0,1,0,1,0,2,1,2,0,0,0,1,0,0,1
73,-23.799999237060547,1,3,42.465753424657535,66.66666666666666,28,10,4,4,4,0,22,3,0,0,1,0,0,0,1,4,1,0,1,0,0,1,0,3,3,0,0,0,0,0,0,2,1,1,1,0,0,1,0
78,-19.799999237060547,1,16,37.17948717948718,31.25,25,7,5,4,2,3,17,4,2,0,0,1,0,0,1,2,1,0,0,1,0,0,0,3,1,0,2,0,0,0,3,1,1,0,1,0,0,0,2
55,-23.899999618530273,1,5,52.72727272727272,60.0,19,8,4,1,3,1,16,2,0,0,0,0,0,0,0,2,2,0,2,0,1,0,0,3,0,1,0,0,0,0,2,1,1,0,0,1,0,0,0
75,-24.100000381469727,1,9,46.666666666666664,33.33333333333333,24,7,5,2,4,1,19,2,2,0,1,1,0,1,2,3,0,0,0,2,0,0,0,2,2,0,0,0,0,0,2,1,2,1,1,0,0,0,0
