length,mfe,loops,loop_length,gc,loop_gc,stem_length,longest_stem,bulges,longest_bulge,bulges_symmetric,bulges_asymmetric,stem_mismatches,A(((,A((.,A(..,A(.(,A.((,A.(.,A..(,A...,G(((,G((.,G(..,G(.(,G.((,G.(.,G..(,G...,T(((,T((.,T(..,T(.(,T.((,T.(.,T..(,T...,C(((,C((.,C(..,C(.(,C.((,C.(.,C..(,C...
50,-8.0,1,4,46.0,25.0,11,4,3,3,2,1,10,1,1,0,1,0,0,1,2,1,0,0,1,0,0,0,2,1,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0
50,-6.800000190734863,1,4,40.0,25.0,13,6,3,3,1,2,11,2,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,2,0,0,0,1,0,1,4,1,0,0,0,0,0,0,1
82,-8.800000190734863,1,6,39.02439024390244,16.666666666666664,20,6,4,6,1,3,18,3,1,0,0,0,0,1,3,2,0,1,0,1,0,0,0,1,2,1,0,2,0,1,3,2,0,0,0,0,0,0,3
82,-11.399999618530273,1,14,47.5609756097561,57.14285714285714,15,8,2,11,0,2,12,1,1,0,0,1,0,0,5,2,0,0,0,2,0,2,0,1,1,0,0,0,0,0,4,1,1,0,0,0,0,0,5
82,-12.0,1,4,51.21951219512195,25.0,17,5,3,11,1,2,16,2,2,0,0,1,0,0,4,1,0,0,0,1,0,0,1,0,1,1,0,2,0,0,3,1,2,1,0,1,0,0,3
82,-10.899999618530273,1,7,45.1219512195122,42.857142857142854,19,5,5,10,3,2,13,4,0,0,0,0,0,1,4,1,2,0,0,1,1,0,0,1,1,2,0,0,0,1,4,0,0,0,0,3,0,1,0
76,-8.300000190734863,1,5,38.15789473684211,40.0,14,4,3,5,1,2,10,3,1,1,0,0,0,2,7,0,2,0,0,0,0,1,0,1,0,0,0,0,0,1,3,1,0,0,0,1,0,0,1
71,-9.199999809265137,1,4,40.845070422535215,50.0,16,5,4,6,1,3,14,1,2,2,0,2,0,1,2,1,0,0,0,0,0,1,0,2,0,1,0,1,0,1,3,1,0,0,0,0,0,1,1
71,-10.699999809265137,1,9,47.88732394366197,44.44444444444444,18,4,5,6,1,4,18,1,0,1,0,1,0,0,0,0,0,0,0,3,0,1,0,1,1,0,0,2,0,1,2,2,1,2,0,1,0,0,3
71,-17.299999237060547,1,6,46.478873239436616,33.33333333333333,23,9,5,4,3,2,20,1,0,0,0,0,0,2,1,4,2,0,0,1,1,0,1,3,0,0,0,0,0,1,1,3,0,1,0,0,0,0,1
71,-16.700000762939453,1,3,42.25352112676056,33.33333333333333,22,8,4,7,1,3,19,1,0,0,0,1,0,0,1,2,0,1,0,0,0,0,0,4,0,1,3,1,0,2,2,3,0,0,0,0,0,0,1
71,-17.5,1,3,43.66197183098591,0.0,17,7,2,9,0,2,14,0,0,0,0,2,0,1,4,3,1,0,0,0,0,0,0,1,1,1,0,0,0,0,3,4,0,0,0,0,0,0,2
71,-6.800000190734863,1,5,30.985915492957744,20.0,17,6,3,6,1,2,17,1,0,1,0,0,0,1,1,2,0,1,0,0,0,0,1,2,0,1,1,2,0,1,4,2,0,0,0,0,0,2,0
71,-7.800000190734863,1,17,38.028169014084504,29.411764705882355,17,6,4,2,1,3,15,2,0,0,1,2,0,1,3,1,0,1,0,1,1,0,1,2,2,1,0,0,0,0,1,1,0,0,0,0,0,0,2
85,-27.200000762939453,1,4,57.647058823529406,50.0,25,5,7,4,3,4,20,2,0,0,0,0,0,0,2,4,2,1,0,1,0,0,0,3,1,0,2,1,0,2,2,0,2,0,0,0,1,1,1
85,-12.699999809265137,1,4,51.76470588235295,0.0,18,4,5,5,2,3,15,1,3,0,1,0,0,2,2,2,1,0,0,1,0,0,0,0,0,0,0,2,0,1,4,2,0,0,0,1,0,0,5
85,-17.200000762939453,1,8,51.76470588235295,62.5,23,6,5,4,0,5,22,2,1,0,0,1,0,1,5,2,1,0,0,1,0,1,1,2,1,1,0,2,0,1,1,2,1,0,1,0,0,0,0
85,-20.700000762939453,1,5,56.470588235294116,60.0,21,5,6,4,3,3,16,1,0,0,0,0,0,0,3,3,1,0,1,2,1,0,4,0,1,0,0,0,0,0,1,3,2,0,1,1,1,1,1
85,-22.299999237060547,1,5,55.294117647058826,40.0,26,4,8,3,3,5,23,2,0,0,1,1,0,0,1,4,3,0,1,0,1,1,2,2,1,0,0,0,0,1,0,0,2,0,0,3,1,0,1
85,-30.700000762939453,1,3,48.23529411764706,0.0,29,7,6,4,1,5,18,1,2,1,1,1,0,2,0,5,0,1,0,2,0,0,1,2,1,0,0,2,0,0,1,3,1,1,0,0,0,0,0
85,-27.200000762939453,1,4,57.647058823529406,50.0,25,5,7,4,3,4,20,2,0,0,0,0,0,0,2,4,2,1,0,1,0,0,0,3,1,0,2,1,0,2,2,0,2,0,0,0,1,1,1
85,-12.699999809265137,1,4,51.76470588235295,0.0,18,4,5,5,2,3,15,1,3,0,1,0,0,2,2,2,1,0,0,1,0,0,0,0,0,0,0,2,0,1,4,2,0,0,0,1,0,0,5
85,-17.200000762939453,1,8,51.76470588235295,62.5,23,6,5,4,0,5,22,2,1,0,0,1,0,1,5,2,1,0,0,1,0,1,1,2,1,1,0,2,0,1,1,2,1,0,1,0,0,0,0
85,-20.700000762939453,1,5,56.470588235294116,60.0,21,5,6,4,3,3,16,1,0,0,0,0,0,0,3,3,1,0,1,2,1,0,4,0,1,0,0,0,0,0,1,3,2,0,1,1,1,1,1
85,-22.299999237060547,1,5,55.294117647058826,40.0,26,4,8,3,3,5,23,2,0,0,1,1,0,0,1,4,3,0,1,0,1,1,2,2,1,0,0,0,0,1,0,0,2,0,0,3,1,0,1
85,-30.700000762939453,1,3,48.23529411764706,0.0,29,7,6,4,1,5,18,1,2,1,1,1,0,2,0,5,0,1,0,2,0,0,1,2,1,0,0,2,0,0,1,3,1,1,0,0,0,0,0
55,-15.100000381469727,1,4,61.81818181818181,50.0,12,4,3,4,2,1,9,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,2,0,0,0,2,3,2,1,0,0,0,0,0,2
55,-8.0,1,4,49.09090909090909,25.0,11,6,2,6,0,2,9,0,0,1,0,0,0,0,4,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,3,0,1,0,0,0,0,4
55,-12.5,1,8,56.36363636363636,62.5,12,6,2,10,0,2,12,0,0,0,0,0,0,2,3,3,0,0,0,0,0,0,3,1,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0
55,-20.899999618530273,1,5,76.36363636363637,60.0,18,4,6,2,3,3,12,0,0,1,1,1,0,0,1,1,0,0,0,5,0,0,0,1,1,0,0,1,0,0,0,2,1,0,1,0,0,0,1
55,-22.200000762939453,1,4,70.9090909090909,100.0,19,6,5,2,1,4,16,0,1,1,1,0,0,0,0,3,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0
55,-17.700000762939453,1,7,47.27272727272727,28.57142857142857,16,9,1,4,0,1,13,2,1,1,0,0,0,1,0,2,0,0,0,0,0,0,3,2,0,1,0,1,0,0,1,2,0,0,0,0,0,1,0
55,-10.899999618530273,1,7,34.54545454545455,28.57142857142857,13,7,1,6,0,1,13,1,1,1,0,0,0,1,4,4,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
55,-5.900000095367432,1,3,41.81818181818181,66.66666666666666,13,8,2,3,0,2,11,1,1,0,0,0,0,2,3,1,0,0,0,1,0,0,0,2,2,0,0,0,0,0,1,0,1,1,0,0,0,1,1
55,-7.199999809265137,1,8,30.909090909090907,12.5,13,6,3,3,2,1,10,0,1,0,0,0,0,2,2,0,1,0,0,1,0,0,0,3,1,0,1,0,0,1,3,1,0,0,0,0,1,0,0
55,-12.800000190734863,1,7,47.27272727272727,42.857142857142854,10,5,1,12,0,1,5,0,1,1,0,0,0,0,5,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3
55,-5.599999904632568,1,6,45.45454545454545,0.0,12,4,4,2,4,0,10,1,0,1,1,0,0,1,3,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0
89,-16.200000762939453,1,14,49.43820224719101,42.857142857142854,13,7,2,8,1,1,10,0,0,0,0,0,0,0,2,2,1,0,0,2,0,0,2,0,0,0,0,1,0,0,6,1,2,0,1,1,0,0,8
89,-15.600000381469727,1,6,51.68539325842697,50.0,16,5,3,4,0,3,14,0,1,1,0,3,0,0,5,3,0,2,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,8
89,-11.100000381469727,1,18,42.69662921348314,27.77777777777778,19,8,4,5,1,3,16,2,0,1,0,0,0,1,4,1,3,1,0,0,0,0,1,2,0,0,0,2,0,1,4,2,0,0,1,0,0,1,2
44,-9.199999809265137,1,6,52.27272727272727,50.0,11,8,1,2,0,1,10,0,0,0,0,1,0,0,2,2,0,0,1,0,0,2,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
76,-14.399999618530273,1,8,43.42105263157895,37.5,22,8,4,6,1,3,20,3,1,0,0,1,0,0,1,3,0,0,0,0,0,1,1,2,1,0,2,1,0,0,2,1,1,0,0,0,0,1,3
76,-27.200000762939453,1,8,56.57894736842105,50.0,19,11,2,12,1,1,12,5,0,0,0,0,0,1,6,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,4
56,-15.300000190734863,1,6,53.57142857142857,50.0,13,6,2,4,1,1,12,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,4,3,0,0,0,1,0,0,3
56,-8.100000381469727,1,7,48.214285714285715,14.285714285714285,14,5,3,5,0,3,11,2,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,2,0,0,1,0,0,0,2
56,-11.199999809265137,1,6,53.57142857142857,33.33333333333333,14,7,3,2,2,1,13,2,1,0,0,0,0,1,2,3,1,0,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,2
56,-12.100000381469727,1,5,55.35714285714286,60.0,13,5,3,4,0,3,11,0,0,0,0,0,0,2,0,1,2,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,4
56,-9.399999618530273,1,3,57.14285714285714,66.66666666666666,12,6,2,9,1,1,9,1,1,0,0,2,0,0,4,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,0,0,1,0,1,0,1,1
56,-15.0,1,5,58.92857142857143,60.0,15,6,3,3,2,1,15,0,1,1,1,1,0,0,4,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,2,0
56,-17.5,1,6,44.642857142857146,33.33333333333333,17,7,3,2,1,2,14,1,0,0,0,1,0,0,0,4,0,1,0,0,0,2,2,1,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0
56,-12.300000190734863,1,4,50.0,50.0,10,8,1,11,0,1,9,2,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,1,0,0,0
56,-13.600000381469727,1,7,42.857142857142854,14.285714285714285,12,6,2,2,1,1,11,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,1,1,0,1,0,1,0,2,1,1,2,0,1,0,0,0,2
56,-8.5,1,4,46.42857142857143,75.0,14,5,5,3,3,2,13,1,0,2,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,2,0,0,1,2,1,0,0,0,1,0,0,0
56,-9.199999809265137,1,5,51.78571428571429,40.0,10,5,2,3,0,2,9,0,0,0,0,1,0,2,4,0,2,1,0,0,0,0,2,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,1
56,-10.399999618530273,1,4,48.214285714285715,0.0,11,5,3,2,3,0,9,1,1,1,1,1,0,0,4,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,2
94,-19.600000381469727,1,12,39.361702127659576,16.666666666666664,28,6,5,3,0,5,17,2,1,0,0,0,0,1,1,4,1,0,0,0,0,0,0,4,1,0,0,1,0,3,6,4,0,0,0,0,0,1,1
67,-15.600000381469727,1,8,49.25373134328358,12.5,19,5,5,5,4,1,13,1,1,0,0,0,0,0,0,3,0,0,1,2,1,1,0,0,0,0,1,0,0,3,3,3,0,0,0,0,0,1,1
67,-8.100000381469727,1,7,40.298507462686565,28.57142857142857,14,5,4,3,2,2,11,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,2,2,1,0,1,1,0,0,5,2,1,0,0,1,1,0,0
67,-14.5,1,4,46.26865671641791,25.0,18,6,3,6,1,2,14,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,4,0,1,0,0,0,1,3,1,0,1,0,3,0,1,2
67,-5.0,1,5,40.298507462686565,40.0,11,5,2,4,0,2,9,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,1,2,0,0,0,0,3,1,0,1,0,1,0,3,5
67,-6.46999979019165,1,31,41.7910447761194,51.61290322580645,11,5,2,2,1,1,11,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,1,1,0,0,2,4,1,0,0,0,0,0,0,7
67,-10.5,1,7,41.7910447761194,14.285714285714285,13,4,3,5,2,1,9,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,1,3,1,1,1,0,0,3,3,0,0,0,1,0,0,2
110,-30.0,1,8,49.09090909090909,25.0,31,6,8,5,2,6,27,3,1,0,0,0,0,0,3,1,2,0,0,2,0,0,1,7,1,3,2,3,0,0,2,0,1,2,0,0,0,0,2
110,-27.200000762939453,1,14,53.63636363636364,57.14285714285714,28,8,6,3,3,3,25,2,0,3,0,1,0,0,0,3,2,0,0,0,0,0,0,4,1,0,0,0,0,1,6,1,1,0,4,2,0,0,5
56,-11.899999618530273,1,6,39.285714285714285,33.33333333333333,15,5,3,6,1,2,10,0,0,1,0,2,0,0,3,2,0,0,0,1,0,0,0,2,0,0,0,0,0,1,1,2,1,0,0,1,0,0,1
49,-9.899999618530273,1,15,59.183673469387756,60.0,12,5,2,4,0,2,8,0,0,0,0,1,0,2,1,2,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,4
122,-44.0,1,7,63.114754098360656,71.42857142857143,36,9,6,4,2,4,27,1,1,0,0,0,0,0,1,9,1,0,0,2,0,1,3,1,0,0,0,0,0,0,0,7,0,1,0,2,0,3,7
50,-10.600000381469727,1,5,62.0,60.0,10,5,2,3,1,1,9,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,4
63,-22.899999618530273,1,7,71.42857142857143,71.42857142857143,15,7,2,4,0,2,13,1,0,2,0,0,0,0,0,1,2,0,0,0,0,0,3,2,0,0,0,1,0,1,0,2,0,1,0,0,0,2,3
63,-15.0,1,3,61.904761904761905,66.66666666666666,19,5,6,3,1,5,16,2,1,0,3,2,0,0,2,0,0,0,0,1,0,0,0,3,0,0,1,0,0,1,0,1,1,1,0,0,0,0,2
63,-24.0,1,9,68.25396825396825,66.66666666666666,15,8,1,6,0,1,15,1,0,1,0,0,0,2,2,2,0,0,0,1,0,0,2,3,1,0,0,0,0,0,2,1,0,0,0,1,0,0,2
63,-13.0,1,5,63.49206349206349,40.0,11,4,2,7,1,1,10,1,0,1,0,0,0,0,4,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,3,1,1,1,0,0,0,2,2
63,-18.5,1,12,65.07936507936508,50.0,17,7,5,3,3,2,14,0,0,0,1,1,0,0,1,3,0,0,0,0,0,0,2,1,1,1,2,0,0,1,2,1,0,1,3,0,0,0,0
63,-14.899999618530273,1,5,57.14285714285714,20.0,14,4,4,3,1,3,10,2,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,2,0,1,2,1,0,0,3,1,1,1,0,0,0,0,2
63,-9.300000190734863,1,7,58.730158730158735,42.857142857142854,14,4,4,4,1,3,12,1,1,0,0,0,0,1,3,0,1,0,0,4,0,0,0,2,0,0,0,0,0,0,3,1,0,1,0,1,0,0,2
77,-11.199999809265137,1,12,38.961038961038966,25.0,16,8,2,4,0,2,12,1,1,0,0,0,0,0,4,1,1,0,0,0,0,0,2,1,0,0,0,2,0,0,5,4,0,2,0,0,0,1,0
77,-22.0,1,5,49.35064935064935,40.0,26,6,5,5,1,4,17,1,0,0,0,0,0,1,0,6,1,0,0,2,0,0,0,3,2,1,0,1,0,1,2,1,0,0,0,0,0,2,1
77,-7.0,1,8,45.45454545454545,50.0,16,5,4,3,1,3,13,4,0,0,0,1,0,1,0,0,0,0,0,4,0,0,2,1,1,1,0,0,0,1,5,0,1,0,0,0,0,0,3
77,-8.800000190734863,1,3,33.76623376623377,33.33333333333333,13,10,1,9,1,0,12,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,2,0,0,0,0,0,1,5,2,0,1,0,0,0,0,3
77,-15.0,1,13,40.25974025974026,30.76923076923077,17,8,2,10,0,2,14,2,0,0,0,2,0,0,3,3,0,0,0,0,0,0,3,3,0,1,0,1,0,0,2,0,1,0,0,0,0,0,4
73,-19.799999237060547,1,3,58.9041095890411,66.66666666666666,20,4,6,7,3,3,12,0,2,0,0,1,0,0,2,2,1,0,0,2,0,2,1,1,1,0,1,1,0,0,0,1,2,0,2,0,0,0,2
73,-16.200000762939453,1,7,58.9041095890411,42.857142857142854,19,5,5,7,1,4,18,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,2,0,0,0,0,2,0,0,0,6,1,1,1,0,0,2,4
67,-9.699999809265137,1,3,58.2089552238806,33.33333333333333,16,4,4,8,1,3,12,0,0,0,0,0,0,0,0,3,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,3,1,0,2,0,1,5
67,-19.200000762939453,1,6,61.19402985074627,50.0,21,7,4,4,1,3,19,2,0,0,0,1,0,0,2,3,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,5,0,1,0,0,0,0,3
67,-10.800000190734863,1,4,49.25373134328358,25.0,10,7,1,14,0,1,9,1,0,0,0,0,0,0,6,2,0,1,0,0,0,1,1,1,1,0,0,0,0,1,2,1,0,0,0,0,0,0,4
67,-23.200000762939453,1,4,53.73134328358209,25.0,21,8,3,5,1,2,18,2,0,0,0,0,0,0,0,3,0,0,0,1,1,0,1,3,1,0,0,0,0,3,2,1,2,1,0,1,0,0,0
99,-28.0,1,4,57.57575757575758,50.0,29,11,6,13,1,5,27,4,0,2,1,0,0,1,4,2,0,1,0,3,0,1,0,3,1,0,1,0,0,0,2,3,0,1,1,1,0,0,1
97,-24.700000762939453,1,9,50.51546391752577,44.44444444444444,25,6,7,3,2,5,23,2,1,0,1,1,0,0,5,3,3,0,3,1,0,0,0,0,0,0,0,0,0,2,3,2,1,1,1,1,0,0,1
97,-16.299999237060547,1,11,50.51546391752577,72.72727272727273,17,6,3,7,0,3,11,2,0,1,0,0,0,0,3,2,0,0,0,1,0,1,7,2,2,1,0,0,0,0,2,1,0,2,0,1,0,0,4
95,-18.899999618530273,1,4,47.368421052631575,50.0,25,7,6,4,1,5,21,2,1,0,1,0,0,1,0,1,3,1,0,2,0,1,0,3,1,0,2,0,0,2,5,1,0,1,0,1,0,1,1
95,-22.5,1,15,51.578947368421055,46.666666666666664,20,11,3,5,0,3,17,3,0,0,0,0,0,0,2,3,0,0,0,1,0,0,1,4,1,2,0,1,0,0,7,0,0,0,0,1,0,0,5
100,-21.5,1,7,34.0,57.14285714285714,32,9,5,4,2,3,30,5,2,1,0,0,0,0,2,3,0,0,0,0,0,0,0,6,2,1,0,3,0,1,4,1,1,0,0,0,0,0,1
57,-8.100000381469727,1,10,47.368421052631575,40.0,12,6,2,5,1,1,12,0,0,1,1,0,0,0,2,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0,2,2,0,2,0,0,0,0,4
57,-13.399999618530273,1,13,47.368421052631575,23.076923076923077,14,6,2,3,1,1,12,1,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,2,2,0,0,0,3,3,2,0,0,0,0,0,0,1
57,-10.699999809265137,1,3,45.614035087719294,100.0,17,7,2,2,0,2,16,3,1,0,0,0,0,0,2,1,1,0,0,0,0,1,0,3,0,0,0,1,0,0,2,1,0,1,0,1,0,0,1
57,-12.600000381469727,1,8,47.368421052631575,50.0,15,5,3,2,2,1,11,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,1,0,1,1,0,0,5,0,1,0,0,2,0,1,0
57,-5.400000095367432,1,7,40.35087719298245,0.0,13,5,2,13,1,1,11,2,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,2,0,0,4,1,0,1,1,0,0,0,2
57,-11.199999809265137,1,3,52.63157894736842,0.0,16,3,5,3,0,5,15,1,1,1,1,0,0,0,1,2,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,2,0,2,0,2,0
62,-10.800000190734863,1,7,51.61290322580645,57.14285714285714,14,5,3,5,1,2,9,1,1,0,0,0,0,0,0,2,0,0,0,1,1,0,1,0,1,2,0,0,0,1,2,2,0,0,1,0,0,0,4
62,-21.200000762939453,1,7,56.451612903225815,85.71428571428571,18,8,3,2,1,2,14,1,1,0,0,1,0,2,2,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,3,1,1,1,1,0,0,1
62,-8.300000190734863,1,6,48.38709677419355,33.33333333333333,15,4,6,3,3,3,13,1,1,1,1,2,0,3,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,2,1,0,0,0,0,0,1
62,-19.399999618530273,1,6,56.451612903225815,33.33333333333333,13,6,2,4,2,0,9,1,0,0,0,0,0,0,5,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,4,2,1,0,0,1,0,0,1
83,-20.399999618530273,1,4,48.19277108433735,75.0,26,6,7,2,3,4,22,2,0,1,1,1,0,0,2,2,0,1,0,0,1,1,1,5,1,1,1,1,0,0,0,2,1,1,0,0,0,0,1
83,-23.5,1,5,62.65060240963856,80.0,20,7,5,3,3,2,18,1,1,0,0,0,0,0,3,5,0,0,1,1,0,0,3,0,0,1,0,0,0,0,1,2,2,3,1,0,0,0,2
83,-20.399999618530273,1,11,57.831325301204814,18.181818181818183,23,8,5,5,2,3,18,2,0,0,1,0,0,1,2,1,1,0,0,3,0,0,1,5,0,0,0,0,0,1,2,1,1,1,2,0,0,0,2
83,-30.799999237060547,1,4,61.44578313253012,75.0,27,4,8,6,6,2,23,2,0,1,2,1,0,0,1,1,0,1,1,2,1,0,0,2,4,0,1,2,0,0,1,2,1,0,0,1,0,0,0
83,-23.799999237060547,1,3,50.602409638554214,66.66666666666666,28,7,6,6,3,3,22,1,0,0,1,0,0,0,1,3,2,0,0,2,1,0,0,2,1,0,0,1,0,1,1,4,2,0,0,2,1,1,0
83,-25.299999237060547,1,4,62.65060240963856,25.0,23,5,7,4,2,5,21,1,0,0,0,1,0,0,1,3,1,2,0,3,0,1,2,1,1,0,1,0,0,0,0,2,1,0,0,3,0,0,3
83,-17.299999237060547,1,7,60.24096385542169,71.42857142857143,21,5,5,4,1,4,19,1,0,0,0,2,0,0,3,3,0,0,1,1,0,0,0,0,0,0,0,1,0,1,2,4,1,0,1,1,0,1,4
83,-25.700000762939453,1,7,57.831325301204814,57.14285714285714,26,6,6,8,1,5,22,2,0,0,0,0,0,0,0,3,2,0,0,1,1,0,0,2,1,0,0,0,0,1,1,6,0,0,0,1,0,1,5
83,-24.100000381469727,1,4,56.62650602409639,50.0,21,6,6,4,4,2,17,2,1,1,0,0,0,1,0,2,1,0,1,1,0,0,1,1,0,0,0,1,0,0,4,2,0,1,0,3,1,1,2
83,-18.299999237060547,1,8,54.21686746987952,62.5,21,5,4,7,2,2,18,3,1,1,0,0,0,0,2,0,0,0,0,1,0,1,1,4,1,0,1,3,0,0,1,0,2,1,0,0,0,0,4
83,-26.799999237060547,1,12,60.24096385542169,41.66666666666667,23,7,5,4,1,4,19,1,0,0,0,1,0,0,0,2,1,0,0,4,0,1,1,0,0,0,0,0,0,0,0,4,3,0,0,2,0,2,5
71,-22.399999618530273,1,6,56.33802816901409,66.66666666666666,24,7,5,3,0,5,22,0,0,0,0,0,0,1,1,2,0,1,0,1,0,0,0,4,2,0,1,2,0,1,1,5,0,0,0,0,0,0,1
71,-23.399999618530273,1,4,66.19718309859155,25.0,20,6,6,2,6,0,18,0,0,0,0,0,0,1,2,3,2,1,1,3,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1
71,-20.0,1,6,61.97183098591549,66.66666666666666,21,7,5,3,3,2,16,1,0,0,0,1,0,0,1,6,1,0,0,0,0,0,4,1,0,0,0,0,0,0,2,2,0,1,1,2,0,0,0
71,-17.700000762939453,1,9,59.154929577464785,66.66666666666666,20,5,5,2,1,4,16,1,1,0,0,0,0,1,0,1,2,0,0,2,1,1,1,2,0,1,0,0,0,0,1,4,0,1,0,0,0,1,2
71,-23.5,1,6,63.38028169014085,50.0,20,6,4,8,0,4,16,2,0,1,0,0,0,2,3,3,1,0,0,1,0,0,1,2,0,0,0,0,0,0,3,2,1,0,0,1,0,0,0
71,-16.600000381469727,1,8,53.52112676056338,25.0,17,4,4,6,3,1,14,1,2,0,3,0,0,2,3,2,0,0,0,1,0,0,3,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1
71,-15.899999618530273,1,4,54.929577464788736,50.0,21,4,7,5,3,4,18,2,0,1,0,0,0,0,0,0,3,0,0,3,0,1,0,1,2,0,0,1,0,1,1,2,0,2,1,1,0,0,1
71,-21.200000762939453,1,8,54.929577464788736,37.5,19,7,4,3,1,3,17,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,3,0,1,0,1,0,3,2,1,2,1,0,0,0,1,2
71,-17.0,1,4,49.29577464788733,75.0,24,6,7,2,3,4,21,1,1,1,1,1,0,0,0,2,0,1,0,0,1,1,1,5,1,1,1,0,0,0,0,2,1,1,0,0,0,0,0
71,-24.700000762939453,1,5,64.7887323943662,40.0,22,5,5,6,1,4,18,0,0,0,1,0,0,0,1,5,1,0,0,2,0,1,0,0,0,1,3,0,0,0,1,1,3,1,0,1,0,1,0
71,-26.5,1,3,64.7887323943662,0.0,21,5,5,4,2,3,18,2,0,1,1,0,0,1,1,1,0,1,2,0,0,1,0,2,1,0,0,1,0,0,2,3,1,0,0,1,0,0,1
71,-20.600000381469727,1,11,67.6056338028169,54.54545454545454,17,6,4,3,0,4,13,1,0,0,0,0,0,0,2,3,1,1,0,2,0,0,2,2,0,0,0,0,0,0,3,1,1,3,0,0,0,0,1
71,-29.0,1,3,60.56338028169014,33.33333333333333,24,10,3,4,2,1,19,2,0,2,0,0,0,4,0,5,0,1,0,0,0,0,0,3,0,0,0,0,0,2,0,2,0,1,0,1,0,0,0
71,-12.199999809265137,1,18,56.33802816901409,44.44444444444444,15,6,3,2,2,1,13,0,1,2,1,0,0,0,4,2,0,0,0,0,0,0,0,1,1,0,0,2,0,0,2,1,1,0,1,1,0,0,3
71,-21.5,1,6,60.56338028169014,50.0,21,5,6,3,3,3,20,3,0,1,1,0,0,0,2,2,2,0,2,0,0,0,0,1,0,0,0,1,0,0,1,1,2,0,0,2,0,0,2
71,-20.100000381469727,1,6,60.56338028169014,50.0,19,4,6,2,2,4,13,1,0,2,1,1,1,1,0,0,1,0,1,1,0,0,0,1,2,1,0,0,0,1,1,2,0,0,1,2,0,0,2
71,-24.0,1,3,66.19718309859155,66.66666666666666,20,8,5,5,2,3,13,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,1,1,0,0,0,1,0,1,3,3,1,1,1,0,2,0
